OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,SHAPE_Length,SHAPE_Area
45,45,28,055,HIGHLANDS,Highlands,FL,11354,276,719,1117,1269,1205,1326,1627,1723,1454,631,7,0 to 119,53,6352,4939,63,11226,128,0,1431,4953,47,5794,270,6583,4734,0,37,11189,5867,649,66,1,3554,2932,30,6516,101,307,716,806,785,828,968,958,818,296,0,0 to 99,52,4218,657,794,847,1378,4051,1087,943,23,530,16,5,267,6583,2969,3583,6516,67,0,31188,0,37783,31188,6583,267,5799,5687,{0861B99E-575F-41B4-992B-839B0B3F4F63},40,322,362,0.110497237569061,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,83350,1576,5256,11309,11387,10743,11453,12050,10726,6276,2486,88,0 to 119,46,45164,37668,518,80783,2566,1,4397,56889,613,23543,765,53332,29865,2,151,80632,49679,1934,1689,30,27147,24093,373,51613,933,2646,8011,8344,7444,7721,7570,6041,3303,1293,26,0 to 103,43,31062,3957,5972,10622,12232,28215,11166,3444,72,2014,53,21,808,53332,24975,27966,51612,1719,1,263843,0,317378,263843,53332,808,26433,24843,{D113537A-BA7A-4D3B-936C-EA742824206C},227,3201,3428,0.0662193698949825,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,44651,1083,2511,5619,5845,5742,6266,6640,5765,3821,1337,22,0 to 105,47,23358,21143,150,43436,1215,0,5231,23203,356,23482,1020,28139,16326,4,182,43252,25817,1383,847,92,13874,13206,120,27200,590,1402,4060,4227,3983,4249,4132,2975,1801,713,7,0 to 105,44,16438,1432,3017,6313,9090,12012,6098,2274,44,1450,26,11,413,28139,13705,14307,27200,939,0,126310,0,154598,126310,28139,413,14279,13299,{B407DCD0-FA26-4BA4-BFDB-B31C63C940BA},121,1241,1362,0.0888399412628487,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,522644,11653,30627,65175,90297,83291,88539,73068,43486,23762,11816,930,0 to 225,42,272411,247573,2660,516798,5845,1,46352,343209,2785,102885,3078,376554,145412,73,605,516126,369591,2220,4709,32,192624,177373,1814,371811,8601,23410,53221,69057,61150,63216,48810,26925,14740,7067,355,0 to 108,40,204095,28584,67128,72004,234526,65393,71892,20442,168,10646,85,33,4919,376552,179859,194719,371810,4741,1,1499821,0,1878475,1499821,376552,4919,90746,90035,{AEA3AE00-E34E-48C0-8B01-466A26B4B1E0},1171,14793,15964,0.0733525432222501,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,11081,278,579,1152,1790,1680,1854,1827,1236,514,168,3,0 to 101,45,5606,5410,65,10720,361,0,2083,4061,83,4764,411,5413,5618,0,50,10672,4946,183,278,6,2476,2609,44,5129,94,217,640,1061,930,919,772,516,203,61,0,0 to 100,42,3870,306,228,725,1559,2736,834,520,18,218,10,0,41,5413,2759,2608,5129,284,0,33527,0,38954,33527,5413,41,6113,5842,{629DEEAE-BCFA-4AD2-8DE1-1D764EDD7AC6},19,471,490,0.0387755102040816,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,24696,607,1864,3366,3335,3770,3830,3594,2503,1294,518,15,0 to 119,43,12752,11522,422,24441,255,0,2008,11600,99,9912,763,15700,8761,0,235,24207,15322,175,202,1,7689,7433,375,15497,231,977,2465,2271,2462,2511,2276,1420,772,312,3,0 to 105,42,11546,1038,799,2114,568,12292,2637,765,1,703,5,2,217,15700,7523,7788,15497,203,0,49373,0,65126,49373,15700,217,10456,9922,{EDF59BBC-47AF-4B2F-BD97-6DAB59DD7B4C},100,583,683,0.146412884333821,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,8707,164,466,1114,1256,1382,1334,1397,940,441,207,6,0 to 101,44,4414,4165,128,7952,755,0,1514,4743,15,6243,754,6482,2207,0,18,7934,5349,471,649,13,2860,2893,67,5820,76,317,916,1026,1098,1019,1000,647,294,87,2,0 to 101,42,3901,342,275,1302,529,3873,1418,731,59,253,11,8,69,6482,3187,3197,5820,662,0,22439,0,28958,22439,6482,69,2204,2149,{31CA379B-FB64-4C77-9456-056BCF505A65},97,539,636,0.15251572327044,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,8856,168,500,1017,1413,1452,1448,1224,848,526,258,2,0 to 105,44,4052,4743,61,8780,76,0,303,4328,19,5538,57,5702,3114,0,40,8740,5197,442,56,7,2555,3064,20,5639,73,255,680,945,942,937,783,551,364,172,0,0 to 105,44,3164,1076,257,1142,158,3823,1658,354,6,320,4,0,133,5702,3093,2589,5639,63,0,19147,0,24862,19147,5702,133,4049,3863,{BAF89079-8026-4E6B-B424-2DD9BC8AF99D},16,148,164,0.0975609756097561,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,3746,68,287,449,541,558,588,584,345,223,102,1,0 to 119,44,1898,1824,24,3722,24,0,203,1649,9,2696,27,2496,1236,0,14,3708,2229,245,14,7,1158,1305,11,2474,21,132,309,421,406,405,378,225,141,57,0,0 to 99,43,1710,410,115,239,70,1870,534,122,3,125,2,0,35,2495,1314,1170,2474,21,0,7626,0,10146,7626,2495,35,2417,2366,{ED919630-6DB9-4E1B-B6B4-EAFA4D161468},16,74,90,0.177777777777778,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,12220,251,950,1707,1497,1564,1826,1899,1460,771,292,3,0 to 103,45,6566,5588,66,11726,494,0,1097,4533,28,4771,698,7117,4991,1,111,11615,6283,436,385,13,3509,3206,4,6719,85,379,1038,988,999,1186,1130,786,380,146,0,0 to 103,45,5533,435,276,475,231,5441,1047,506,21,274,9,3,95,7117,3362,3751,6719,398,0,31815,0,38954,31815,7117,95,7602,7597,{4D22D524-13F7-4497-919B-BC6894006209},35,354,389,0.089974293059126,3.7594213077324343,0.1544196859093086
55,55,22,043,GLADES,Glades,FL,1200,31,110,147,226,216,166,129,99,67,8,1,0 to 90,38,509,688,3,1198,2,0,124,466,3,807,16,871,319,0,10,1188,830,39,1,1,322,546,1,869,17,51,103,190,173,128,101,62,41,5,0,0 to 89,38,611,146,50,62,298,507,64,91,0,66,0,0,13,871,547,323,869,2,0,1555,0,2427,1555,871,13,996,937,{DB14356A-7E77-445A-A524-193DAC2519E8},1,14,15,0.0666666666666667,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,15188,151,399,1255,1382,1469,2036,2841,2899,1799,949,8,0 to 119,58,8411,6711,66,15020,168,0,2635,7789,62,7648,235,9848,5276,1,63,14956,9133,566,147,2,5204,4465,30,9699,76,270,966,941,948,1303,1810,1852,1128,554,0,0 to 106,57,7216,579,645,1259,674,7041,1984,880,17,755,12,3,304,9848,4538,5279,9699,149,0,59543,0,69445,59543,9848,304,1935,1916,{2C59A1CC-D054-4DF6-BEF0-43EEC4A23784},47,763,810,0.0580246913580247,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,41805,600,2610,4983,4626,4457,5412,6478,6329,4176,2096,38,0 to 119,51,22699,18906,200,40460,1345,0,3774,25220,190,17183,794,25064,16722,0,19,40441,23687,255,1114,8,12721,11114,107,23942,297,1164,3227,3318,3043,3474,3742,3368,2204,1222,5,0 to 105,49,16891,1378,1868,3805,2726,13734,7482,1264,64,1176,47,14,638,25064,11681,13272,23942,1122,0,167691,0,192843,167691,25064,638,14608,14505,{63CF7F11-0E2E-4C45-8079-812F07405F88},48,1209,1257,0.0381861575178998,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,5760,168,528,720,836,799,851,850,578,318,107,5,0 to 102,42,2582,3096,82,5735,25,0,1005,2057,48,3371,100,3417,2325,1,17,5718,3060,340,14,3,1419,1972,9,3400,80,238,436,539,522,525,529,322,174,52,0,0 to 100,42,2057,299,222,822,1115,1329,956,488,2,251,1,1,67,3417,1984,1424,3400,17,0,13009,0,16436,13009,3417,67,3100,2973,{0D73423D-03C5-4BA5-9BFD-C106F87EB222},15,99,114,0.131578947368421,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,10718,228,654,1219,1178,1339,1528,1774,1548,906,338,6,0 to 119,49,6006,4648,64,10618,100,0,1097,4817,37,5332,247,5392,5299,0,27,10591,4405,919,54,14,2873,2426,25,5324,79,340,762,665,706,828,834,675,391,111,1,0 to 99,47,3419,604,665,636,652,3833,839,450,8,301,5,1,73,5392,2454,2911,5324,68,0,34711,0,40126,34711,5392,73,6842,6809,{0E4D3C2D-FB56-4A06-8B04-3AD9BFF072BC},36,247,283,0.127208480565371,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,6897,286,788,1095,1115,1030,917,780,466,265,147,8,0 to 104,36,3450,3427,20,6876,21,0,776,2297,32,3630,106,4072,2804,2,19,6855,3801,253,16,2,1995,2047,12,4054,105,336,649,725,693,590,455,280,159,80,0,0 to 104,38,2937,460,295,362,2311,1409,334,535,2,305,2,0,57,4072,2059,2001,4054,18,0,12688,0,16779,12688,4072,57,6615,6196,{71664F0E-3199-410F-AD8C-5269FFA55669},6,80,86,0.0697674418604651,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,17899,551,1591,2280,1996,1859,2153,2515,2363,1554,1029,8,0 to 119,48,10056,7764,79,17762,137,0,1731,8087,77,9956,370,9933,7897,0,69,17694,9722,127,82,2,5293,4493,63,9849,180,621,1427,1394,1216,1316,1413,1178,745,442,1,0 to 105,46,6616,990,872,1371,1953,6185,1711,1091,18,596,9,1,235,9933,4542,5328,9849,84,0,61513,0,71478,61513,9933,235,7786,7328,{193731CA-A50A-4707-8EB3-D6585D669C9C},36,583,619,0.0581583198707593,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,312291,9968,26588,38556,50696,48623,48995,44128,25478,12566,6390,303,0 to 119,41,165473,145549,1269,308798,3493,0,32545,131592,2336,186653,7970,175307,136515,45,424,308336,161469,11738,2003,96,89668,82967,572,173207,4080,11985,25315,33384,29960,28009,22895,11605,5432,2588,53,0 to 106,39,87929,37392,27516,20370,67392,81596,24219,14694,173,8268,125,36,2125,175306,84118,90602,173207,2099,0,933271,0,1109603,933271,175306,2125,110397,110034,{4AC0D3A0-87B8-4126-9CF4-96DC2D84D1C4},624,8185,8809,0.0708366443410149,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,46642,897,1975,5875,7489,6196,6342,7365,5675,3168,1566,94,0 to 119,46,25880,20262,500,40879,5763,0,4045,31157,183,17130,737,31410,15204,1,27,40855,27498,643,3266,3,14997,12703,441,28141,461,1509,4700,5548,4487,4260,4480,3236,1855,859,15,0 to 105,41,13352,5752,3197,5840,906,19466,7769,2589,50,1829,42,54,538,31410,14148,16797,28141,3269,0,130052,0,161537,130052,31410,538,3379,3299,{3780C858-9510-4A33-A345-0ACD39C89BB6},193,1395,1588,0.121536523929471,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,5462,196,539,857,710,713,717,694,481,362,184,9,0 to 119,41,2902,2545,15,5419,43,0,984,1455,2,2875,150,3303,2154,1,4,5414,2937,331,32,3,1660,1603,5,3268,83,269,517,480,488,479,414,283,210,80,0,0 to 100,40,2530,277,284,177,1216,1893,159,466,20,328,17,3,68,3303,1621,1677,3268,35,0,13458,0,16783,13458,3303,68,4526,4447,{DD469486-5BA8-475C-9DDC-A21CC360CAEC},9,93,102,0.0882352941176471,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,2123,68,204,246,288,267,270,339,270,138,32,1,0 to 96,44,997,1121,5,2091,32,0,125,589,0,1326,64,1246,867,0,10,2081,933,284,9,20,485,728,4,1217,29,72,129,217,185,183,200,136,74,21,0,0 to 96,44,882,266,36,33,80,1038,99,51,0,27,0,0,10,1246,740,502,1217,29,0,5631,0,6887,5631,1246,10,830,829,{9F12DFF3-9143-493B-867B-127F2B6BFF20},4,36,40,0.1,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,36150,626,1428,9690,6233,4475,4080,4194,3005,1499,848,72,0 to 119,35,20248,15656,246,35666,484,0,6508,20049,61,17104,785,20922,15138,2,88,35576,20120,559,228,15,11330,9204,145,20679,333,985,7909,3519,2241,1927,1810,1209,652,332,5,0 to 105,27,11498,4882,2058,2241,2591,15519,2569,1958,37,920,40,9,176,20922,9334,11433,20679,243,0,142055,0,163031,142055,20922,176,4226,4202,{9EDDB8FB-00DD-45F1-A09D-8E689049E28A},90,2508,2598,0.0346420323325635,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,35482,794,4160,6433,3669,4850,5140,4644,3414,1619,735,24,0 to 119,40,18889,16348,245,35204,278,0,2965,15532,208,15963,812,18676,16722,8,76,35122,17801,619,249,7,9637,8657,126,18420,241,1270,3404,2422,2970,2999,2603,1660,751,355,1,0 to 106,41,12917,1002,1273,3228,1208,12347,4865,880,12,658,11,0,170,18676,8780,9762,18420,256,0,92991,0,111749,92991,18676,170,23299,23260,{8C0A9F2C-C490-4BBC-9E26-85B6F4AEFEB1},86,828,914,0.0940919037199125,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,4454,41,156,638,713,648,638,588,405,335,272,20,0 to 119,45,2377,1992,85,401,4053,0,71,4115,0,120,196,3340,1112,0,2,400,254,2,3054,30,132,117,7,256,40,148,563,595,512,486,436,295,180,69,16,0 to 82,37,72,37,68,79,58,119,79,2,18,0,11,14,0,3340,1650,1611,256,3084,0,32052,0,35443,32052,3340,0,1695,1693,{D1373507-E2BB-431D-A2F9-63F6067C627A},0,27,27,0,0,0
70,69,998,998,A State,State,FL,2768451,63232,177716,369020,429055,400363,413449,394176,282470,158549,73723,6698,0 to 225,43,1478206,1269552,20693,2723838,44605,8,280415,1576882,0,1053687,41738,1744624,1016053,363,7411,2716134,1650659,61667,31468,825,894497,804821,13008,1712326,33242,101467,268878,305442,269541,265785,230129,147420,82229,39195,1291,0 to 110,40,942419,224562,249860,295485,539102,806220,367004,119702,1672,73266,1117,453,27019,1744619,820707,910223,1712318,32293,8,8533983,0,10287434,8533983,1744619,27019,783659,771021,{E2D719EF-85BC-44E7-84ED-AF74AD1EC87D},6771,80317,87088,5.93465212889349,0,0
